price,location,land_size,no_of_flat,no_of_bedroom,no_of_bathroom,furnishing,facing,road_size
Rs. 2.7Cr ,"Chunikhel, Kathmandu",3.3 aana,2.5,8,4,Un-Furnished,North,10 Feet 
Rs. 2.55Cr ,"Rajkulo, Lalitpur",3.2 aana,2.5,4,4,Semi-Furnished,South,13 Feet 
Rs. 1.95Cr ,"Jitpurphedi, Kathmandu",4.2 aana,1,2,1,Semi-Furnished,West,26 Feet 
Rs. 8.25Cr ,"Dhapasi, Kathmandu",6.3 aana,3.5,6,4,Un-Furnished,West,17 Feet 
Rs. 4.7Cr ,"Chyasundole, Kathmandu",6.3 aana,3.5,6,4,Un-Furnished,West,20 Feet 
Rs. 4.5Cr ,"Harisiddhi, Lalitpur",6.2 aana,2.5,5,5,Semi-Furnished,West,13 Feet 
Rs. 3.3Cr ,"Tikathali, Lalitpur",4.2 aana,3.5,6,5,Semi-Furnished,North,10 Feet 
Rs. 2.6Cr ,"Tikathali, Lalitpur",4.2 aana,3,6,4,Semi-Furnished,West,13 Feet 
Rs. 3.15Cr ,"Tikathali, Lalitpur",3.2 aana,3,7,4,Semi-Furnished,West,12 Feet 
Rs. 2.3Cr ,"Tikathali, Lalitpur",2.2 aana,3,6,4,Un-Furnished,West,13 Feet 
Rs. 12.5Cr ,"Basundhara, Kathmandu",2.2 aana,2.5,4,4,Semi-Furnished,South-East,12 Feet 
Rs. 3.1Cr ,"Setipakha, Lalitpur",5.2 aana,2.5,4,4,Semi-Furnished,East,10 Feet 
Rs. 1.55Cr ,"Changathali, Lalitpur",3.2 aana,1,2,1,Semi-Furnished,South,13 Feet 
Rs. 3.3Cr ,"Imadol, Lalitpur",3.2 aana,2.5,5,5,Semi-Furnished,South,20 Feet 
Rs. 2.8Cr ,"Imadol, Lalitpur",3.2 aana,3.5,5,6,Full-Furnished,South,11 Feet 
Rs. 1.4Cr ,"Gurjudhara, Kathmandu",3.2 aana,1.5,3,1,Semi-Furnished,South,15 Feet 
Rs. 2.5Cr ,"Sanagaun, Lalitpur",3.2 aana,3,5,2,Semi-Furnished,North,12 Feet 
Rs. 4.25Cr ,"Imadol, Lalitpur",4.1 aana,2.5,6,4,Full-Furnished,South,13 Feet 
Rs. 12.5Cr ,"Basundhara, Kathmandu",4.1 aana,2.5,4,4,Semi-Furnished,South-East,20 Feet 
Rs. 2.99Cr ,"Imadol, Lalitpur",4.1 aana,2.5,4,4,Un-Furnished,North-East,13 Feet 
Rs. 1.5Cr ,"Shital Height, Lalitpur",2.3 aana,3.5,6,4,Semi-Furnished,West,10 Feet 
Rs. 3.9Cr ,"Budhanilkantha, Kathmandu",2.3 aana,2.5,6,5,Semi-Furnished,East,13 Feet 
Rs. 4.5Cr ,"Bojepokhari, Lalitpur",3.2 aana,2.5,4,4,Full-Furnished,East,20 Feet 
Rs. 1.3Cr ,"Satungal, Kathmandu",3.2 aana,2.5,3,2,Semi-Furnished,North,20 Feet 
Rs. 3.3Cr ,"Sitapakha, Lalitpur",4.2 aana,2.5,5,3,Semi-Furnished,East,23 Feet 
Rs. 2.6Cr ,"Tikathali, Lalitpur",4.2 aana,2.5,5,3,Semi-Furnished,South,11 Feet 
Rs. 3.44Cr ,"Imadol, Lalitpur",3.3 aana,3,6,6,Semi-Furnished,North,11 Feet 
Rs. 2.25Cr ,"Sanagaun Lubhu, Lalitpur",2.3 aana,2.5,5,3,Semi-Furnished,South,20 Feet 
Rs. 2.95Cr ,"Shital Height, Lalitpur",2.3 aana,3,5,7,Full-Furnished,North,13 Feet 
Rs. 3.3Cr ,"Shital Height, Lalitpur",2.3 aana,3,6,5,Un-Furnished,East,15 Feet 
Rs. 10.7Cr ,"Budhanilkantha, Kathmandu",2.3 aana,3,10,10,Semi-Furnished,South-East,20 Feet 
Rs. 3.15Cr ,"Shital Height, Lalitpur",2.3 aana,3.5,6,6,Full-Furnished,South,13 Feet 
Rs. 4Cr ,"Bhangal , Kathmandu",2.3 aana,3.5,7,6,Full-Furnished,North,12 Feet 
Rs. 2.25Cr ,"Godawari, Lalitpur",4.2 aana,2.5,5,3,Semi-Furnished,North-West,18 Feet 
Rs. 3.65Cr ,"Bhaisepati, Lalitpur",4.2 aana,2.5,4,3,Full-Furnished,North-East,11 Feet 
Rs. 2.75Cr ,"Imadol, Lalitpur",4.2 aana,2.5,5,4,Semi-Furnished,West,13 Feet 
Rs. 3.25Cr ,"Dhapakhel, Lalitpur",3.2 aana,3.5,6,4,Full-Furnished,South-West,11 Feet 
Rs. 2.85Cr ,"Ochu Height, Lalitpur",3.2 aana,3.5,9,5,Un-Furnished,North,13 Feet 
Rs. 3.35Cr ,"Imadol, Lalitpur",3.1 aana,3.5,5,5,Semi-Furnished,West,16 Feet 
Rs. 5Cr ,"Tikathali, Lalitpur",3.1 aana,2.5,5,6,Full-Furnished,South-East,13 Feet 
Rs. 3Cr ,"Mahankal, Kathmandu",4.2 aana,3,5,5,Un-Furnished,East,15 Feet 
Rs. 3.65Cr ,"Imadol, Lalitpur",3.3 aana,3,6,4,Full-Furnished,South-East,16 Feet 
Rs. 3.99Cr ,"Syuchatar, Kathmandu",3.3 aana,3,5,4,Semi-Furnished,South-East,11 Feet 
Rs. 1.65Cr ,"Tikathali, Lalitpur",3.1 aana,1,2,1,Un-Furnished,East,14 Feet 
Rs. 2.75Cr ,"Nakhipot, Lalitpur",3.2 aana,3,5,4,Semi-Furnished,North,16 Feet 
Rs. 2.25Cr ,"Dhunga Sangu, Lalitpur",4.2 aana,2.5,5,4,Semi-Furnished,North,12 Feet 
Rs. 1.6Cr ,"Dhunchepakha, Bhaktapur",4.2 aana,2.5,5,3,Semi-Furnished,North,13 Feet 
Rs. 95Lac/aana,"Chhetrapati, Kathmandu",4.2 aana,3.5,5,3,Un-Furnished,North-East,13 Feet 
Rs. 2.6Cr ,"Tokha, Kathmandu",3.2 aana,3,5,3,Un-Furnished,North,13 Feet 
Rs. 2.49Cr ,"Imadol, Lalitpur",3.2 aana,2.5,9,4,Un-Furnished,South-East,20 Feet 
Rs. 4.5Cr ,"Sukedhara, Kathmandu",3.2 aana,3,5,5,Semi-Furnished,South-East,25 Feet 
Rs. 8.75Cr ,"Bhaisepati, Lalitpur",3.2 aana,3,4,4,Semi-Furnished,South-East,16 Feet 
Rs. 2.75Cr ,"Imadol, Lalitpur",3.3 aana,2.5,7,4,Un-Furnished,East,13 Feet 
Rs. 4Cr ,"Bhaisepati, Lalitpur",3.3 aana,2.5,5,4,Un-Furnished,South-West,13 Feet 
Rs. 1.55Cr ,"Machhe Gaun, Kathmandu",3.3 aana,2.5,4,2,Full-Furnished,North-East,19 Feet 
Rs. 2.55Cr ,"Chabahil, Kathmandu",3.3 aana,2.5,10,3,Semi-Furnished,East,13 Feet 
Rs. 2.35Cr ,"Shital Height, Lalitpur",2.3 aana,2.5,4,4,Un-Furnished,South-East,13 Feet 
Rs. 6Cr,"Tahachal, Kathmandu",2.3 aana,2.5,4,4,Semi-Furnished,East,13 Feet 
Rs. 6.5Cr ,"Basundhara, Kathmandu",2.3 aana,3.5,6,7,Un-Furnished,West,20 Feet 
Rs. 3.25Cr ,"Bouddha, Kathmandu",4.2 aana,2.5,4,3,Semi-Furnished,North,20 Feet 
Rs. 2.5Cr ,"Imadol, Lalitpur",4.2 aana,2.5,5,3,Full-Furnished,South,13 Feet 
Rs. 3.9Cr ,"Syuchatar, Kathmandu",4.2 aana,3.5,7,3,Semi-Furnished,North-East,19 Feet 
Rs. 4.5Cr ,"Syuchatar, Kathmandu",4.2 aana,3,10,5,Semi-Furnished,North-East,20 Feet 
Rs. 3.1Cr ,"Syuchatar, Kathmandu",4.2 aana,3.5,10,6,Semi-Furnished,South-East,15 Feet 
Rs. 2.9Cr ,"Satungal, Kathmandu",5.3 aana,2.5,4,3,Semi-Furnished,South-East,20 Feet 
Rs. 1.9Cr ,"Syuchatar, Kathmandu",2.2 aana,2.5,4,3,Semi-Furnished,South-East,13 Feet 
Rs. 6Cr ,"Bhaisepati, Lalitpur",2.2 aana,2.5,8,4,Semi-Furnished,North-East,12 Feet 
Rs. 3.7Cr ,"Jorpati, Kathmandu",2.2 aana,1,3,2,Semi-Furnished,South-East,13 Feet 
Rs. 2.65Cr ,"Tikathali, Lalitpur",2.2 aana,2.5,3,3,Semi-Furnished,West,13 Feet 
Rs. 1.65Cr ,"Tikathali, Lalitpur",3.1 aana,1,6,1,Un-Furnished,East,13 Feet 
Rs. 2.8Cr ,"Shital Height, Lalitpur",3.1 aana,3,6,4,Un-Furnished,West,13 Feet 
Rs. 2.75Cr ,"Budhanilkantha, Kathmandu",3.1 aana,2.5,6,4,Semi-Furnished,West,13 Feet 
Rs. 3.95Cr ,"Shital Height, Lalitpur",3.1 aana,3.5,7,6,Full-Furnished,South-East,13 Feet 
Rs. 1.75Cr ,"Tikathali, Lalitpur",3.1 aana,2.5,3,3,Semi-Furnished,South-East,12 Feet 
Rs. 3Cr ,"Baluwakhani, Kathmandu",3.1 aana,2.5,5,3,Un-Furnished,West,12 Feet 
Rs. 1.65Cr ,"Tikathali, Lalitpur",3.1 aana,1,2,1,Semi-Furnished,South,13 Feet 
Rs. 5.5Cr ,"Italitar, Kathmandu",3.1 aana,2.5,5,4,Semi-Furnished,South-East,13 Feet 
Rs. 1.55Cr ,"Tikathali, Lalitpur",3.1 aana,1,2,1,Semi-Furnished,East,13 Feet 
Rs. 5.5Cr ,"Shantinagar, Kathmandu",3.1 aana,2.5,4,1,Semi-Furnished,North-East,20 Feet 
Rs. 5.6Cr ,"Buddhanagar, Kathmandu",3.1 aana,2.5,4,1,Semi-Furnished,North-East,20 Feet 
Rs. 1.75Cr ,"Imadol, Lalitpur",3.1 aana,1,3,1,Semi-Furnished,East,9 Feet 
Price on call,"Sipadol, Bhaktapur",3.1 aana,2.5,6,3,Un-Furnished,South,13 Feet 
Rs. 2.75Cr ,"Sitapakha, Lalitpur",3.2 aana,3,5,5,Semi-Furnished,South-West,13 Feet 
Rs. 6.99Cr ,"Bhaisepati, Lalitpur",5.2 aana,2.5,3,4,Full-Furnished,South-West,16 Feet 
Rs. 2.8Cr ,"Imadol, Lalitpur",5.2 aana,3.5,5,5,Un-Furnished,South-East,13 Feet 
Rs. 2.55Cr ,"Imadol, Lalitpur",5.2 aana,3.5,8,4,Full-Furnished,South,13 Feet 
Rs. 9Cr ,"Putalisadak, Kathmandu",5.2 aana,3.5,6,7,Semi-Furnished,South-West,18 Feet 
Rs. 4.1Cr ,"Naya Bazar, Kathmandu",5.2 aana,2,6,4,Full-Furnished,East,16 Feet 
Rs. 4.8Cr ,"Sitapaila, Kathmandu",5.1 aana,2.5,4,4,Un-Furnished,South-East,26 Feet 
Rs. 4.15Cr ,"Hattiban, Lalitpur",5.1 aana,2.5,6,4,Semi-Furnished,South,20 Feet 
Rs. 1.7Cr ,"Banasthali, Kathmandu",5.1 aana,3,6,3,Semi-Furnished,North-East,13 Feet 
Rs. 1.9Cr ,"Sanagaun, Lalitpur",5.1 aana,2,6,4,Semi-Furnished,East,16 Feet 
Rs. 3.75Cr ,"Pasikot, Kathmandu",5.2 aana,2.5,5,6,Semi-Furnished,East,20 Feet 
Rs. 2.3Cr ,"Amarsingh Chowk, Kaski",5.2 aana,2.5,4,3,Un-Furnished,East,20 Feet 
Rs. 3.55Cr ,"Chyasal, Lalitpur",3.2 aana,2.5,4,3,Semi-Furnished,North-East,13 Feet 
Rs. 2.99Cr ,"Shital Height, Lalitpur",3.2 aana,2.5,4,5,Semi-Furnished,North,22 Feet 
Rs. 2.75Cr ,"Imadol, Lalitpur",3.3 aana,2.5,6,4,Semi-Furnished,West,13 Feet 
Rs. 2.75Cr ,"Imadol, Lalitpur",2.2 aana,2.5,6,4,Un-Furnished,North,13 Feet 
Rs. 4.25Cr ,"Imadol, Lalitpur",4.2 aana,2.5,6,4,Semi-Furnished,East,20 Feet 
Rs. 2.7Cr ,"Ochu Height, Lalitpur",3.2 aana,3,6,5,Semi-Furnished,South-West,13 Feet 
Rs. 2.4Cr ,"Pasikot, Kathmandu",3.2 aana,2.5,3,3,Semi-Furnished,South-East,18 Feet 
Rs. 3.5Cr ,"Imadol, Lalitpur",3.2 aana,2.5,6,4,Semi-Furnished,South-West,11 Feet 
Rs. 2.7Cr ,"Imadol, Lalitpur",3.2 aana,2.5,6,4,Semi-Furnished,South,13 Feet 
Rs. 2.95Cr ,"Imadol, Lalitpur",3.2 aana,2.5,4,4,Full-Furnished,South-West,13 Feet 
Rs. 3.25Cr ,"Imadol, Lalitpur",3.2 aana,3.5,5,4,Full-Furnished,West,16 Feet 
Rs. 3.7Cr ,"Budhanilkantha, Kathmandu",3.1 aana,3.5,4,4,Un-Furnished,East,24 Feet 
Price on call,"Sundarbasti, Kathmandu",3.1 aana,2.5,6,5,Un-Furnished,South,13 Feet 
Price on call,"Imadol, Lalitpur",3.1 aana,3.5,2,1,Full-Furnished,East,18 Feet 
Rs. 1.2Cr ,"Jharuwarasi, Lalitpur",3.1 aana,1,3,1,Semi-Furnished,East,13 Feet 
Rs. 2.5Cr ,"Thamel, Kathmandu",0.2 aana,5.5,4,4,Un-Furnished,West,16 Feet 
Rs. 4.3Cr ,"Bhaisepati, Lalitpur",0.2 aana,3.5,4,4,Semi-Furnished,South,20 Feet 
Rs. 3.5Cr ,"Sitapakha, Lalitpur",5.2 aana,2.5,5,4,Semi-Furnished,West,13 Feet 
Rs. 14Cr ,"Thapathali, Kathmandu",5.2 aana,3,5,6,Un-Furnished,South,13 Feet 
Price on call,"Imadol, Lalitpur",5.2 aana,2.5,6,5,Semi-Furnished,West,20 Feet 
Price on call,"Sukedhara, Kathmandu",5.2 aana,3.5,6,5,Un-Furnished,South,13 Feet 
Price on call,"Sundarbasti, Kathmandu",4.2 aana,2.5,6,5,Un-Furnished,South,13 Feet 
Rs. 21Cr ,"Sanepa, Lalitpur",4.2 aana,2.5,5,5,Un-Furnished,East,20 Feet 
Rs. 3.5Cr ,"Sukedhara, Kathmandu",3.3 aana,2.5,6,2,Un-Furnished,North,13 Feet 
Rs. 3.5Cr ,"Ram Mandir, Kathmandu",4.1 aana,2.5,6,3,Un-Furnished,North,13 Feet 
Rs. 3.1Cr ,"Kapan, Kathmandu",4.1 aana,2.5,6,3,Un-Furnished,South,13 Feet 
Rs. 1.8Cr ,"Satungal, Kathmandu",4.1 aana,2.5,3,3,Semi-Furnished,North,15 Feet 
Rs. 1.8Cr ,"Satungal, Kathmandu",3.2 aana,2.5,5,3,Semi-Furnished,South-East,16 Feet 
Rs. 2Cr ,"Satungal, Kathmandu",3.2 aana,3,6,3,Semi-Furnished,North,16 Feet 
Rs. 1.8Cr ,"Satungal, Kathmandu",3.2 aana,3,5,3,Semi-Furnished,South,16 Feet 
Price on call,"Bageshwori, Bhaktapur",3.2 aana,2.5,6,3,Un-Furnished,South,13 Feet 
Rs. 6Cr ,"Raniban, Kathmandu",7.2 aana,2.5,3,2,Un-Furnished,North,26 Feet 
Rs. 2.15Cr ,"Bhaktapur, Bhaktapur",7.2 aana,2.5,5,3,Semi-Furnished,South-East,13 Feet 
Rs. 3.05Cr ,"Imadol, Lalitpur",3.1 aana,3.5,6,3,Un-Furnished,South,13 Feet 
Price on call,"Budhanilkantha, Kathmandu",3.1 aana,2.5,6,5,Full-Furnished,East,13 Feet 
Rs. 2.17Cr ,"Tikathali, Lalitpur",2.3 aana,2.5,5,4,Semi-Furnished,South,13 Feet 
Price on call,"Budhanilkantha, Kathmandu",2.3 aana,2.5,5,4,Un-Furnished,East,13 Feet 
Rs. 2.45Cr ,"Bafal, Kathmandu",2.3 aana,3,4,4,Un-Furnished,South-West,13 Feet 
Rs. 2.1Cr ,"Shital Height, Lalitpur",2.3 aana,2.5,4,4,Un-Furnished,North,13 Feet 
Price on call,"Ochu Height, Lalitpur",3.1 aana,2.5,7,4,Un-Furnished,East,16 Feet 
Rs. 3.05Cr ,"Imadol, Lalitpur",3.1 aana,3,6,4,Semi-Furnished,South,13 Feet 
Rs. 3.15Cr ,"Shital Height, Lalitpur",3.1 aana,3,5,5,Full-Furnished,South,13 Feet 
Rs. 2.8Cr ,"Imadol, Lalitpur",3.1 aana,3,5,4,Un-Furnished,East,12 Feet 
Rs. 2.5Cr ,"Imadol, Lalitpur",3.2 aana,2.5,5,4,Un-Furnished,West,13 Feet 
Price on call,"Naya Thimi, Bhaktapur",6.2 aana,2.5,6,3,Un-Furnished,West,20 Feet 
Rs. 5.15Cr ,"Shankhamul, Kathmandu",6.2 aana,3,4,3,Semi-Furnished,West,16 Feet 
Rs. 2.6Cr ,"Tikathali, Lalitpur",6.2 aana,3,5,5,Un-Furnished,North,21 Feet 
Rs. 2.8Cr ,"Imadol, Lalitpur",3.2 aana,2.5,6,4,Un-Furnished,South-East,13 Feet 
Rs. 2.25Cr ,"Imadol, Lalitpur",3.1 aana,2.5,4,3,Semi-Furnished,North-East,16 Feet 
Rs. 3.2Cr ,"Dholahiti, Lalitpur",3.1 aana,3,4,4,Semi-Furnished,South,16 Feet 
Rs. 3.3Cr ,"Imadol, Lalitpur",3.1 aana,3.5,7,5,Full-Furnished,South,16 Feet 
Rs. 2.79Cr ,"Imadol, Lalitpur",4.1 aana,3,6,4,Un-Furnished,South,13 Feet 
Rs. 2.39Cr ,"Lubhu, Lalitpur",4.1 aana,2.5,6,3,Semi-Furnished,North-East,16 Feet 
Rs. 2.8Cr ,"Imadol, Lalitpur",3.1 aana,3,5,4,Un-Furnished,South,10 Feet 
Rs. 3.95Cr ,"Imadol, Lalitpur",3.1 aana,2.5,4,5,Full-Furnished,North-East,10 Feet 
Price on call, Lalitpur,3.1 aana,5,6,8,Semi-Furnished,North,16 Feet 
Rs. 1.9Cr ,"Imadol, Lalitpur",2.3 aana,2.5,6,4,Semi-Furnished,West,13 Feet 
Rs. 3.35Cr ,"Chabahil, Kathmandu",2.3 aana,2.5,6,5,Semi-Furnished,East,14 Feet 
Rs. 2.65Cr ,"Sitapaila, Kathmandu",2.3 aana,3.5,4,4,Semi-Furnished,East,16 Feet 
Rs. 2.8Cr ,"Golfutar, Kathmandu",3.1 aana,2.5,3,3,Semi-Furnished,East,16 Feet 
Rs. 2.75Cr ,"Imadol, Lalitpur",3.1 aana,3,4,4,Full-Furnished,East,13 Feet 
Rs. 2.15Cr ,"Sitapakha, Lalitpur",3.1 aana,2,3,3,Semi-Furnished,North,13 Feet 
Rs. 2.5Cr ,"Imadol, Lalitpur",3.2 aana,2.5,6,3,Semi-Furnished,South-West,13 Feet 
Rs. 2.75Cr ,"Bojepokhari, Lalitpur",3.2 aana,2.5,4,4,Semi-Furnished,South-West,12 Feet 
Rs. 10.5Cr ,"Basundhara, Kathmandu",3.2 aana,3.5,7,6,Semi-Furnished,South-West,20 Feet 
Price on call,"Imadol, Lalitpur",3.2 aana,3.5,6,7,Full-Furnished,South-East,13 Feet 
Rs. 3.15Cr ,"Tikathali, Lalitpur",3.3 aana,3,4,7,Un-Furnished,East,20 Feet 
Rs. 1.65Cr ,"Mulpani, Kathmandu",3.2 aana,2.5,6,3,Un-Furnished,South,10 Feet 
Rs. 9Cr ,"Bakhundole, Lalitpur",3.2 aana,2.5,6,3,Un-Furnished,South,13 Feet 
Rs. 6.75Cr ,"Golfutar, Kathmandu",3.2 aana,3.5,5,4,Full-Furnished,South-East,24 Feet 
Rs. 14Cr ,"Pasikot, Kathmandu",3.2 aana,2,4,3,Un-Furnished,South,13 Feet 
Rs. 2.75Cr ,"Imadol, Lalitpur",3.2 aana,3,3,3,Un-Furnished,South,12 Feet 
Rs. 2.9Cr ,"Bramhakhel, Kathmandu",3.2 aana,2.5,5,3,Un-Furnished,West,20 Feet 
Rs. 60Lac/aana,"Nakkhu, Lalitpur",3.2 aana,2.5,5,3,Un-Furnished,East,20 Feet 
Rs. 3.5Cr ,"Sitapaila, Kathmandu",3.2 aana,2.5,5,3,Semi-Furnished,East,12 Feet 
Rs. 3.15Cr ,"Tikathali, Lalitpur",3.2 aana,2.5,4,5,Semi-Furnished,South,20 Feet 
Rs. 2.6Cr ,"Tikathali, Lalitpur",3.2 aana,2.5,3,5,Semi-Furnished,South-East,13 Feet 
Rs. 3.2Cr ,"Ochu Height, Lalitpur",3.2 aana,2.5,5,5,Full-Furnished,East,12 Feet 
Price on call,"Dadhikot, Bhaktapur",3.2 aana,2,4,1,Semi-Furnished,East,26 Feet 
Price on call,"Koteshwor, Kathmandu",3.2 aana,3.5,2,1,Un-Furnished,East,13 Feet 
Rs. 2.8Cr ,"Satdobato, Lalitpur",3.2 aana,2.5,5,6,Un-Furnished,East,12 Feet 
Rs. 1.29Cr ,"Imadol, Lalitpur",3.2 aana,1.5,2,2,Semi-Furnished,South,14 Feet 
Rs. 4.8Cr ,"Kuleshwor, Kathmandu",3.2 aana,3.5,5,5,Un-Furnished,South,8 Meter
Rs. 1.2Cr , Jhapa,0.5 kattha,3.5,3,4,Full-Furnished,South,3 Meter
Rs. 3.2Cr ,"Tikathali, Lalitpur",4.1 aana,2.5,3,4,Semi-Furnished,North-West,13 Feet 
Rs. 3.35Cr ,"Imadol, Lalitpur",4.1 aana,3,4,4,Semi-Furnished,South,13 Feet 
Rs. 1.99Cr ,"Imadol, Lalitpur",3.1 aana,3,4,4,Semi-Furnished,South,10 Feet 
Price on call,"Dadhikot, Bhaktapur",3.1 aana,3.5,7,5,Full-Furnished,South-West,13 Feet 
Price on call,"Bhangal , Kathmandu",4.2 aana,2.5,7,5,Semi-Furnished,South,13 Feet 
Rs. 2.35Cr ,"Tikathali, Lalitpur",4.2 aana,2.5,7,4,Semi-Furnished,West,13 Feet 
Rs. 5.9Cr ,"Nakhipot, Lalitpur",4.2 aana,2.5,5,3,Semi-Furnished,East,11 Feet 
Rs. 2.25Cr ,"Imadol, Lalitpur",4.2 aana,2.5,5,3,Full-Furnished,South,10 Feet 
Rs. 4.1Cr ,"Nakhipot, Lalitpur",4.2 aana,3,6,2,Semi-Furnished,South-West,16 Feet 
Rs. 2.7Cr ,"Imadol, Lalitpur",3.1 aana,3,3,2,Semi-Furnished,South,13 Feet 
Rs. 1.4Cr ,"Kirtipur, Kathmandu",3.2 aana,2,3,2,Semi-Furnished,South,12 Feet 
Rs. 80Lac/aana,"Dhumbarahi, Kathmandu",9.3 aana,2.5,4,2,Un-Furnished,North-East,12 Feet 
Price on call,"Sundarbasti, Kathmandu",9.3 aana,3,4,2,Un-Furnished,South,12 Feet 
Rs. 3.35Cr ,"Ram Mandir, Kathmandu",4.1 aana,3.5,4,2,Semi-Furnished,South,13 Feet 
Rs. 3.75Cr ,"Ramhiti, Kathmandu",4.1 aana,3.5,8,4,Un-Furnished,North-East,12 Feet 
Rs. 2.35Cr ,"Tikathali, Lalitpur",4.1 aana,2.5,7,4,Semi-Furnished,West,12 Feet 
Rs. 7Cr,"Sallaghari, Bhaktapur",4.1 aana,2,1,3,Un-Furnished,South,50 Feet 
Rs. 3.3Cr ,"Kapurdhara, Kathmandu",4.2 aana,3,5,4,Semi-Furnished,North,4 Feet 
Rs. 4Cr ,"Basundhara, Kathmandu",4.2 aana,2.5,6,3,Un-Furnished,North,12 Feet 
Rs. 3.25Cr ,"Bhaisepati, Lalitpur",4.2 aana,2.5,5,5,Semi-Furnished,East,13 Feet 
Price on call,"Shankhamul, Kathmandu",3.1 aana,2.5,5,4,Full-Furnished,South,10 Feet 
Rs. 4Cr ,"Imadol, Lalitpur",3.1 aana,3.5,4,5,Full-Furnished,North-East,16 Feet 
Rs. 2.7Cr ,"Imadol, Lalitpur",3.1 aana,3,5,3,Semi-Furnished,South,22 Feet 
Rs. 3.45Cr ,"Imadol, Lalitpur",3.1 aana,3,6,6,Full-Furnished,West,13 Feet 
Rs. 2.75Cr ,"Imadol, Lalitpur",3.1 aana,3,4,6,Un-Furnished,South,13 Feet 
Rs. 1.55Cr ,"Tikathali, Lalitpur",3.1 aana,1,4,6,Un-Furnished,East,13 Feet 
Rs. 3.25Cr ,"Imadol, Lalitpur",4.2 aana,3.5,6,5,Un-Furnished,West,13 Feet 
Rs. 2.7Cr ,"Tikathali, Lalitpur",4.2 aana,2.5,4,3,Un-Furnished,South-East,13 Feet 
Rs. 2.7Cr ,"Ochu Height, Lalitpur",4.2 aana,2.5,4,4,Un-Furnished,North,13 Feet 
Rs. 2.85Cr ,"Imadol, Lalitpur",3.2 aana,2.5,6,4,Un-Furnished,East,20 Feet 
Rs. 4.1Cr ,"Kharibot, Kathmandu",5.2 aana,2.5,6,4,Semi-Furnished,East,13 Feet 
Rs. 1.35Cr ,"Dhapasi, Kathmandu",2.2 aana,1.5,6,1,Full-Furnished,East,13 Feet 
Rs. 12.6Cr ,"Bhairahawa, Rupandehi",1.1 kattha,3,6,1,Full-Furnished,East,13 Feet 
Rs. 5.5Cr ,"Imadol, Lalitpur",1.1 kattha,3.5,6,1,Full-Furnished,East,23 Feet 
Rs. 2.8Cr ,"Imadol, Lalitpur",1.1 kattha,3.5,6,1,Semi-Furnished,South,13 Feet 
Rs. 2.8Cr ,"Imadol, Lalitpur",3.3 aana,3,4,1,Semi-Furnished,South,13 Feet 
Rs. 3.75Cr ,"Kirtipur, Kathmandu",3.2 aana,2.5,4,3,Un-Furnished,East,13 Feet 
Price on call,"Samakhushi chowk, Kathmandu",10.2 aana,2.5,4,3,Semi-Furnished,South-East,26 Feet 
Rs. 6.9Cr ,"Nakkhu, Lalitpur",10.2 aana,2.5,5,4,Un-Furnished,North,16 Feet 
Rs. 1.5Cr ,"Chamati, Kathmandu",1.2 aana,3.5,5,4,Un-Furnished,South,20 Feet 
Rs. 1.8Cr ,"Golfutar, Kathmandu",2.2 aana,2.5,3,3,Semi-Furnished,North,12 Feet 
Rs. 1.1Cr ,"Darjeeling Height, Bhaktapur",2.2 aana,1.5,2,1,Un-Furnished,East,13 Feet 
Rs. 4.25Cr ,"Bhaisepati, Lalitpur",4.3 aana,2.5,6,6,Semi-Furnished,South,13 Feet 
Rs. 3.36Cr ,"Makalbari, Kathmandu",4.3 aana,1,2,1,Un-Furnished,South,13 Feet 
Rs. 3Cr ,"Gothatar, Kathmandu",4.3 aana,2.5,5,3,Semi-Furnished,East,20 Feet 
Rs. 4.35Cr ,"Kalanki, Kathmandu",4.3 aana,2.5,2,3,Semi-Furnished,East,14 Feet 
Price on call,"Chundevi, Kathmandu",4.3 aana,2.5,4,4,Full-Furnished,West,18 Feet 
Rs. 3.95Cr ,"Imadol, Lalitpur",4.1 aana,3.5,5,5,Semi-Furnished,North-East,13 Feet 
Rs. 3.6Cr ,"Tikathali, Lalitpur",4.2 aana,2.5,7,5,Semi-Furnished,South-West,16 Feet 
Rs. 5.6Cr ,"Nakhipot, Lalitpur",7.2 aana,3.5,6,5,Semi-Furnished,East,14 Feet 
Rs. 2.35Cr ,"Nakhipot, Lalitpur",7.2 aana,2.5,6,4,Un-Furnished,South-East,13 Feet 
Rs. 6.5Cr ,"Nakhipot, Lalitpur",4.5 aana,3.5,4,7,Un-Furnished,North-East,20 Feet 
Rs. 2.3Cr ,"Imadol, Lalitpur",2.3 aana,2.5,4,4,Semi-Furnished,West,13 Feet 
Rs. 2.6Cr ,"Imadol, Lalitpur",2.3 aana,2.5,5,4,Semi-Furnished,North-West,13 Feet 
Rs. 5.4Cr ,"Kapan, Kathmandu",2.3 aana,3.5,7,7,Full-Furnished,West,14 Feet 
Rs. 2.1Cr ,"Imadol, Lalitpur",2.3 aana,2.5,4,3,Semi-Furnished,South-East,8 Feet 
Rs. 2.5Cr,"Kusunti, Lalitpur",3.5 aana,3.5,3,3,Un-Furnished,North,20 Feet 
Rs. 3.65Cr ,"Tikathali, Lalitpur",3.5 aana,2.5,4,5,Semi-Furnished,South,12 Feet 
